,accession,country,name,subtype,year
704,AF067154,IN,93IN999,C,1993
705,AF067155,IN,95IN21068,C,1995
706,AF067156,IN,95IN21301,A1C,1995
707,AF067157,IN,93IN904,C,1993
708,AF067158,IN,93IN905,C,1993
709,AF067159,IN,94IN11246,C,1994
710,AF068947,ES,ESP2,O,
711,AF068948,ES,ESP3,O,1997
712,AF068949,ES,ESP4,O,1997
713,AF069140,US,DH12_3,B,1991
714,AF069669,SE,SE8538,A1,1995
715,AF069670,SE,SE7253,A1,1994
716,AF069671,SE,SE7535,A1,1994
717,AF069672,SE,SE6594,A1U,1993
718,AF069673,SE,SE8891,A1,1995
719,AF070521,FR,NL43E9_LAI_IIIB_NY5,B,1985
720,AF071473,SE,SE7108,A1D,1994
721,AF071474,SE,SE9488,A1C,1996
722,AF075701,SE,SE6954,A1D,1993
723,AF075702,SE,SE8603,A1CD,1995
724,AF075703,FI,FIN9363,F1,1993
725,AF076474,GA,VI354,A1GHU,
726,AF076475,BE,VI1126,F2KU,1994
727,AF076998,BE,VI961,05_DF,1993
728,AF077336,BE,VI850,F1,1993
729,AF082394,SE,SE9280_7887,J,1993
730,AF082395,SE,SE9173_7022,J,1994
731,AF084936,BE,DRCBL,G,1996
732,AF086817,TW,TWCYS_LM49,B,1994
733,AF107770,SE,SE7812,02_AG,1994
734,AF107771,SE,UGSE8131,A1,1995
735,AF110959,BW,96BW01B03,C,1996
736,AF110960,BW,96BW01,C,1996
737,AF110961,BW,96BW01B22,C,1996
738,AF110962,BW,96BW0402,C,1996
739,AF110963,BW,96BW0407,C,1996
740,AF110964,BW,96BW0408,C,1996
741,AF110965,BW,96BW0409,C,1996
742,AF110966,BW,96BW0410,C,1996
743,AF110967,BW,96BW0502,C,1996
744,AF110968,BW,96BW0504,C,1996
745,AF110969,BW,96BW1104,C,1996
746,AF110970,BW,96BW1106,C,1996
747,AF110971,BW,96BW11B01,C,1996
748,AF110972,BW,96BW1210,C,1996
749,AF110973,BW,96BW15B03,C,1996
750,AF110974,BW,96BW15C02,C,1996
751,AF110975,BW,96BW15C05,C,1996
752,AF110976,BW,96BW16B01,C,1996
753,AF110977,BW,96BW16D14,C,1996
754,AF110978,BW,96BW1626,C,1996
755,AF110979,BW,96BW17,C,1996
756,AF110980,BW,96BW17,C,1996
757,AF110981,BW,96BW17,C,1996
758,AF119819,GR,GR84_97PVMY,04_cpx,1997
759,AF119820,GR,GR11_97PVCH,04_cpx,1991
760,AF128997,TH,pat_SC31_TH,01_AE,1997
761,AF146728,AU,VH_VHPCR,B,
762,AF156839,US,P2C1295_12_95C,B,1995
763,AF156840,US,P2P_6_96,B,1996
764,AF156841,US,P2P396_PATIENT_2,B,1996
765,AF156842,US,P2P995_PATIENT_2,B,1995
766,AF156843,US,P2P1196_PATIENT_2,B,1996
767,AF156844,US,P2C995_PT2_9_95C,B,1995
768,AF156845,US,P2P197_PATIENT_2,B,1997
769,AF156847,US,PATIENT_4,B,1997
770,AF156848,US,P4P796_PATIENT_4,B,1996
771,AF156849,US,P4P396_PATIENT_4,B,1996
772,AF156850,US,PT4_5_97,B,1997
773,AF156851,US,P4P1196_PATIENT_4,B,1996
774,AF164485,TH,93TH9021,01_AE,1993
775,AF170545,TH,94TH702,01_AE,1994
776,AF170546,TH,94TH7091,01_AE,1994
777,AF170547,TH,94TH7092,01_AE,1994
778,AF170548,TH,93TH902,01_AE,1993
779,AF170549,TH,93TH902,01_AE,1993
780,AF179368,GR,GR17,11_cpx,
781,AF184155,GH,G829,02A,1997
782,AF190127,BE,VI991,H,1993
783,AF190128,BE,VI997,H,1993
784,AF192135,BW,BW2117,A1GJ,1998
785,AF193253,BE,VI1310,05_DF,
786,AF193275,BY,97BL006,A1,1997
787,AF193276,RU,KAL153_2,03_AB,1997
788,AF193277,RU,RU98001_98RU001,03_AB,1998
789,AF197338,TH,93TH057,01_AE,1993
790,AF197339,TH,93TH065,01_AE,1993
791,AF197340,CF,90CF11697,01_AE,1990
792,AF197341,CF,90CF4071,01_AE,1990
793,AF224507,KR,WK,B,1997
794,AF256204,ES,S61I1,B,1989
795,AF256205,ES,S61D15,B,1989
796,AF256206,ES,S61G1,B,1989
797,AF256207,ES,S61G7,B,1989
798,AF256208,ES,S61I15,B,1989
799,AF256209,ES,S61K1,B,1989
800,AF256210,ES,S61K15,B,1989
801,AF256211,ES,S61D1,B,1989
802,AF259954,TH,CM235,01_AE,1990
803,AF259955,TH,CM235,01_AE,1990
804,AF286223,IN,94IN476,C,1994
805,AF286224,ZM,96ZM651,C,1996
806,AF286225,ZM,96ZM751,C,1996
807,AF286226,CN,97CN001_C54,07_BC,1997
808,AF286227,ZA,97ZA012,C,1997
809,AF286228,BR,98BR004,C,1998
810,AF286229,CN,98CN006,08_BC,1998
811,AF286230,CN,98CN009,07_BC,1998
812,AF286231,IN,98IN012,C,1998
813,AF286232,IN,98IN022,C,1998
814,AF286233,IL,98IS002,C,1998
815,AF286234,TZ,98TZ013,C,1998
816,AF286235,TZ,98TZ017,C,1998
817,AF286236,CD,83CD003_Z3,U,1983
818,AF286237,CY,94CY017_41,A2,1994
819,AF286238,CD,97CDKTB48,A2,1997
820,AF286239,KR,97KR004,16_A2D,1997
821,AF286240,CD,97CDKFE4,A2,1997
822,AF286365,US,WR27,B,1988
823,AF289548,TZ,96TZ_BF061,10_CD,1996
824,AF289549,TZ,96TZ_BF071,10_CD,1996
825,AF289550,TZ,96TZ_BF110,10_CD,1996
826,AF290027,BW,96BW06H51,C,1996
827,AF290028,BW,96BW06,C,1996
828,AF290029,BW,96BW06J7,C,1996
829,AF290030,BW,96BW06K18,C,1996
830,AF304024,ES,SS,B,1998
831,AF308520,AR,A26990,12_BF,
832,AF308521,AR,A28740,12_BF,
833,AF308522,AR,A27246,12_BF,
834,AF316544,CD,97CDKP58,A2G,1997
835,AF321523,BW,chimeric_MJ4,C,1996
836,AF331192,NL,T1C1,B,1991
837,AF331194,NL,T1C3,B,1991
838,AF331195,NL,T1C4,B,1991
839,AF331200,NL,T1C9,B,1991
840,AF331201,NL,T1C10,B,1991
841,AF331204,NL,T1C14,B,1991
842,AF331205,NL,T1C15,B,1991
843,AF331206,NL,T1C17,B,1991
844,AF331208,NL,T1C20,B,1991
845,AF331211,NL,T2C1,B,1994
846,AF331214,NL,T2C4,B,1994
847,AF331222,NL,T2C15,B,1994
848,AF331223,NL,T2C16,B,1994
849,AF331224,NL,T2C17,B,1994
850,AF331226,NL,T2C19,B,1994
851,AF331229,NL,T2C23,B,1994
852,AF331230,NL,T3C2,B,1995
853,AF331231,NL,T3C3,B,1995
854,AF331232,NL,T3C5,B,1995
855,AF331233,NL,T3C6,B,1995
856,AF331234,NL,T3C10,B,1995
857,AF331235,NL,T3C11,B,1995
858,AF331236,NL,T3C13,B,1995
859,AF331237,NL,T3C14,B,1995
860,AF331239,NL,T3C16,B,1995
861,AF331240,NL,T3C20,B,1995
862,AF331241,NL,T3C22,B,1995
863,AF331242,NL,T3C24,B,1995
864,AF331243,NL,T3C25,B,1995
865,AF331244,NL,T3C30,B,1995
866,AF331245,NL,T3C32,B,1995
867,AF331246,NL,T3C34,B,1995
868,AF331247,NL,T3C35,B,1995
869,AF331248,NL,T3C36,B,1995
870,AF331249,NL,T4C1,B,1995
871,AF331250,NL,T4C2,B,1995
872,AF331251,NL,T4C3,B,1995
873,AF331252,NL,T4C4,B,1995
874,AF331253,NL,T4C5,B,1995
875,AF331254,NL,T4C6,B,1995
876,AF331255,NL,T4C7,B,1995
877,AF331256,NL,T4C8,B,1995
878,AF331257,NL,T4C9,B,1995
879,AF331258,NL,T4C10,B,1995
880,AF331259,NL,T4C11,B,1995
881,AF331260,NL,T4C12,B,1995
882,AF331261,NL,T4C13,B,1995
883,AF331262,NL,T4C14,B,1995
884,AF331263,NL,T4C15,B,1995
885,AF331264,NL,T4C16,B,1995
886,AF331265,NL,T4C17,B,1995
887,AF331266,NL,T4C18,B,1995
888,AF331267,NL,T4C19,B,1995
889,AF331268,NL,T4C20,B,1995
890,AF331269,NL,T5C1,B,1996
891,AF331270,NL,T5C2,B,1996
892,AF331271,NL,T5C3,B,1996
893,AF331272,NL,T5C4,B,1996
894,AF331273,NL,T5C5,B,1996
895,AF331274,NL,T5C6,B,1996
896,AF331275,NL,T5C7,B,1996
897,AF331276,NL,T5C8,B,1996
898,AF331277,NL,T5C9,B,1996
899,AF331278,NL,T5C10,B,1996
900,AF331279,NL,T5C11,B,1996
901,AF331280,NL,T5C12,B,1996
902,AF331281,NL,T5C13,B,1996
903,AF331282,NL,T5C14,B,1996
904,AF331283,NL,T5C15,B,1996
905,AF331284,NL,T5C16,B,1996
906,AF331285,NL,T5C17,B,1996
907,AF331286,NL,T5C18,B,1996
908,AF331287,NL,T5C19,B,1996
909,AF331288,NL,T5C20,B,1996
910,AF331290,NL,T6C2,B,1996
911,AF331291,NL,T6C3,B,1996
912,AF331292,NL,T6C4,B,1996
913,AF331293,NL,T6C5,B,1996
914,AF331294,NL,T6C6,B,1996
915,AF331295,NL,T6C7,B,1996
916,AF331296,NL,T6C8,B,1996
917,AF331297,NL,T6C9,B,1996
918,AF331301,NL,T6C13,B,1996
919,AF331302,NL,T6C14,B,1996
920,AF331303,NL,T6C15,B,1996
921,AF331304,NL,T6C16,B,1996
922,AF331306,NL,T6C18,B,1996
923,AF331309,NL,T7C31,B,1996
924,AF331310,NL,T7C32,B,1996
925,AF331311,NL,T7C33,B,1996
926,AF331315,NL,T7C38,B,1996
927,AF331318,NL,T7C41,B,1996
928,AF331322,NL,T7C45,B,1996
929,AF331323,NL,T7C46,B,1996
930,AF331324,NL,T7C47,B,1996
931,AF331326,NL,T7C49,B,1996
932,AF331328,NL,T7C52,B,1996
933,AF331329,NL,T8C3,B,1996
934,AF331330,NL,T8C4,B,1996
935,AF331331,NL,T8C6,B,1996
936,AF331332,NL,T8C7,B,1996
937,AF331333,NL,T8C8,B,1996
938,AF331334,NL,T8C9,B,1996
939,AF331335,NL,T8C10,B,1996
940,AF331336,NL,T8C11,B,1996
941,AF331337,NL,T8C14,B,1996
942,AF331338,NL,T8C15,B,1996
943,AF331339,NL,T8C16,B,1996
944,AF331340,NL,T8C17,B,1996
945,AF331341,NL,T8C18,B,1996
946,AF331342,NL,T8C19,B,1996
947,AF331343,NL,T8C20,B,1996
948,AF331344,NL,T8C21,B,1996
949,AF331345,NL,T8C22,B,1996
950,AF331346,NL,T8C23,B,1996
951,AF331347,NL,T8C24,B,1996
952,AF331348,NL,T9C1,B,1997
953,AF331349,NL,T9C2,B,1997
954,AF331351,NL,T9C4,B,1997
955,AF331352,NL,T9C5,B,1997
956,AF331353,NL,T9C6,B,1997
957,AF331354,NL,T9C7,B,1997
958,AF331355,NL,T9C8,B,1997
959,AF331356,NL,T9C9,B,1997
960,AF331357,NL,T9C10,B,1997
961,AF331358,NL,T9C11,B,1997
962,AF331359,NL,T9C12,B,1997
963,AF331360,NL,T9C14,B,1997
964,AF331361,NL,T9C15,B,1997
965,AF331362,NL,T9C16,B,1997
966,AF331363,NL,T9C17,B,1997
967,AF331364,NL,T9C18,B,1997
968,AF331365,NL,T9C19,B,1997
969,AF331366,NL,T9C20,B,1997
970,AF331367,NL,T10C1,B,1997
971,AF331368,NL,T10C3,B,1997
972,AF331369,NL,T10C4,B,1997
973,AF331370,NL,T10C5,B,1997
974,AF331371,NL,T10C6,B,1997
975,AF331372,NL,T10C7,B,1997
976,AF331373,NL,T10C8,B,1997
977,AF331374,NL,T10C9,B,1997
978,AF331375,NL,T10C10,B,1997
979,AF331376,NL,T10C11,B,1997
980,AF331377,NL,T10C12,B,1997
981,AF331378,NL,T10C13,B,1997
982,AF331379,NL,T10C14,B,1997
983,AF331380,NL,T10C15,B,1997
984,AF331381,NL,T10C16,B,1997
985,AF331382,NL,T10C17,B,1997
986,AF331383,NL,T10C18,B,1997
987,AF331384,NL,T10C19,B,1997
988,AF331385,NL,T10C20,B,1997
989,AF331386,NL,T11C1,B,1997
990,AF331387,NL,T11C2,B,1997
991,AF331388,NL,T11C3,B,1997
992,AF331389,NL,T11C4,B,1997
993,AF331390,NL,T11C5,B,1997
994,AF331391,NL,T11C6,B,1997
995,AF331392,NL,T11C7,B,1997
996,AF331393,NL,T11C8,B,1997
997,AF331394,NL,T11C10,B,1997
998,AF331395,NL,T11C11,B,1997
999,AF331396,NL,T11C12,B,1997
1000,AF331397,NL,T11C13,B,1997
1001,AF331398,NL,T11C14,B,1997
1002,AF331399,NL,T11C15,B,1997
1003,AF331400,NL,T11C16,B,1997
1004,AF331401,NL,T11C17,B,1997
1005,AF331402,NL,T11C18,B,1997
1006,AF331403,NL,T11C19,B,1997
1007,AF331404,NL,T11C20,B,1997
1008,AF331405,NL,T11C21,B,1997
1009,AF331406,NL,T12C8,B,1997
1010,AF331407,NL,T12C20,B,1997
1011,AF331408,NL,T12C26,B,1997
1012,AF331409,NL,T12C32,B,1997
1013,AF331410,NL,T12C33,B,1997
1014,AF331411,NL,T12C35,B,1997
1015,AF331412,NL,T12C36,B,1997
1016,AF331413,NL,T12C37,B,1997
1017,AF331414,NL,T12C39,B,1997
1018,AF331417,NL,T12C43,B,1997
1019,AF331418,NL,T12C44,B,1997
1020,AF331419,NL,T12C50,B,1997
1021,AF332867,AR,A027,BF,1999
1022,AF355337,CM,99CMLB40,11_cpx,1999
1023,AF361871,TZ,97TZ01,A1C,1997
1024,AF361872,TZ,97TZ02,A1,1997
1025,AF361873,TZ,97TZ03,A1,1997
1026,AF361874,TZ,97TZ04,C,1997
1027,AF361875,TZ,97TZ05,C,1997
1028,AF361876,TZ,97TZ06,A1C,1997
1029,AF361877,TZ,97TZ07,CD,1997
1030,AF361878,TZ,97TZ08,A1C,1997
1031,AF361879,TZ,97TZ09,A1C,1997
1032,AF362994,TH,NP1623,01B,
1033,AF368811,TH,98THC10,01_AE,1998
1034,AF368812,TH,98THC13,01_AE,1998
1035,AF368813,TH,98THC21,01_AE,1998
1036,AF368814,TH,98THC3,01_AE,1998
1037,AF368815,TH,98THC46,01_AE,1998
1038,AF368816,TH,98THMZ11,01_AE,1998
1039,AF368817,TH,98THMZ13,01_AE,1998
1040,AF368818,TH,98THMZ24,01_AE,1998
1041,AF368819,TH,98THMZ27,01_AE,1998
1042,AF368820,TH,98THMZ36,01_AE,1998
1043,AF368822,TH,98THMZ39,01_AE,1998
1044,AF368823,TH,98THMZ42,01_AE,1998
1045,AF368824,TH,98THMZ44,01_AE,1998
1046,AF368825,TH,98THMZ48,01_AE,1998
1047,AF368826,TH,98THMZ50,01_AE,1998
1048,AF368827,TH,98THMZ51,01_AE,1998
1049,AF368832,TH,98THMZ80,01_AE,1998
1050,AF368833,TH,98THMZ86,01_AE,1998
1051,AF368834,TH,98THZ11,01_AE,1998
1052,AF368835,TH,98THZ13,01_AE,1998
1053,AF368836,TH,98THZ24,01_AE,1998
1054,AF368837,TH,98THZ27,01_AE,1998
1055,AF368838,TH,98THZ44,01_AE,1998
1056,AF368839,TH,98THZ48,01_AE,1998
1057,AF368840,TH,98THZ51,01_AE,1998
1058,AF377954,CM,CM52885,02_AG,1997
1059,AF377955,CM,CM53658,02_AG,1997
1060,AF377956,CM,CM53657,F2,1997
1061,AF377957,CM,CM53392,37_cpx,1997
1062,AF377958,CM,CM52876,AF2G,1997
1063,AF377959,CM,CM53379,18_cpx,1997
1064,AF385934,UY,URTR23,12_BF,1999
1065,AF385935,UY,URTR35,12_BF,1999
1066,AF385936,AR,ARMA159,12_BF,1999
1067,AF407418,FR,VAU,O,1992
1068,AF408626,AR,A025,BF,1999
1069,AF408627,AR,A047,BF,1999
1070,AF408628,AR,A063,BF,1999
1071,AF408629,AR,A32879,12_BF,1997
1072,AF408630,AR,A32989,12_BF,1997
1073,AF408631,AR,A050,BF,1997
1074,AF408632,AR,A32878,BF,1997
1075,AF411964,ZA,CM4_99ZACM4,A1CDGKU,1999
1076,AF411965,ZA,DU178_98ZADU178,A2C,1998
1077,AF411966,ZA,ZASW7,C,1999
1078,AF411967,ZA,99ZACM9,C,1999
1079,AF413987,UA,98UA0116,A1,2000
1080,AF414006,BY,98BY10443,03_AB,2000
1081,AF423755,ES,X254,BG,1999
1082,AF423756,ES,X397,14_BG,1999
1083,AF423757,ES,X421,14_BG,1999
1084,AF423758,ES,X475,14_BG,2000
1085,AF423759,ES,X477,14_BG,2000
1086,AF423760,ES,X558,G,2000
1087,AF442566,TZ,TZBFL0086,A1D,1997
1088,AF442569,TZ,TZBFL0011,A1D,1996
1089,AF442570,TZ,TZBFL0088,A1D,1996
1090,AF442571,TZ,TZBGP0025,AD,1996
1091,AF443074,BW,96BWMO1_5,C,1996
1092,AF443075,BW,96BWM032,C,1996
1093,AF443076,BW,98BWMC122,C,1998
1094,AF443077,BW,98BWMC134,C,1998
1095,AF443078,BW,98BWMC14A3,C,1998
1096,AF443079,BW,98BWMO1410,C,1998
1097,AF443080,BW,98BWMO18D5,C,1998
1098,AF443081,BW,98BWMO36A5,C,1998
1099,AF443082,BW,98BWMO37D5,C,1998
1100,AF443083,BW,99BW393212,C,1999
1101,AF443084,BW,99BW46424,C,1999
1102,AF443085,BW,99BW4745,C,1999
1103,AF443086,BW,99BW47547,C,1999
1104,AF443087,BW,99BWMC168,C,1999
1105,AF443088,BW,00BW07621,C,2000
1106,AF443089,BW,00BW076820,C,2000
1107,AF443090,BW,00BW087421,C,2000
1108,AF443091,BW,00BW147127,C,2000
1109,AF443092,BW,00BW16162,C,2000
1110,AF443093,BW,00BW1686,C,2000
1111,AF443094,BW,00BW17593,C,2000
1112,AF443095,BW,00BW17732,C,2000
1113,AF443096,BW,00BW17835,C,2000
1114,AF443097,BW,00BW17956,C,2000
1115,AF443098,BW,00BW18113,C,2000
1116,AF443099,BW,00BW18595,C,2000
1117,AF443100,BW,00BW18802,C,2000
1118,AF443101,BW,00BW192113,C,2000
1119,AF443102,BW,00BW20361,C,2000
1120,AF443103,BW,00BW20636,C,2000
1121,AF443104,BW,00BW20872,C,2000
1122,AF443105,BW,00BW2127214,C,2000
1123,AF443107,BW,00BW22767,C,2000
1124,AF443108,BW,00BW38193,C,2000
1125,AF443109,BW,00BW38428,C,2000
1126,AF443110,BW,00BW38713,C,2000
1127,AF443111,BW,00BW3876_9,C,2000
1128,AF443112,BW,00BW3886_8,C,2000
1129,AF443113,BW,00BW3891_6,C,2000
1130,AF443114,BW,00BW3970_2,C,2000
1131,AF443115,BW,00BW5031_1,C,2000
1132,AF450096,ES,X605,14_BG,2000
1133,AF450097,ES,X623,14_BG,2000
1134,AF450098,ES,X138,G,1999
1135,AF457051,KE,KER2003,21_A2D,1999
1136,AF457052,KE,KER2008,A1,2000
1137,AF457053,KE,KER2009,A1,2000
1138,AF457054,KE,KER2010,C,2000
1139,AF457055,KE,KER2012,A1,2000
1140,AF457056,KE,KER2017,A1CD,2000
1141,AF457058,KE,KER2021,A1D,2000
1142,AF457059,KE,KISII5003,A1D,1999
1143,AF457061,KE,KISII5011,A1C,2000
1144,AF457062,KE,KNH1043,A1G,1999
1145,AF457063,KE,KNH1088,A1,1999
1146,AF457064,KE,KNH1097,A1C,1999
1147,AF457065,KE,KNH1135,A1,1999
1148,AF457066,KE,KNH1144,A1,2000
1149,AF457067,KE,KNH1199,A1,2000
1150,AF457068,KE,KNH1207,A1,2000
1151,AF457069,KE,KNH1209,A1,2000
1152,AF457070,KE,KNH1211,A1,2000
1153,AF457072,KE,KSM4001,21_A2D,1999
1154,AF457073,KE,KSM4015,A1D,1999
1155,AF457075,KE,KSM4021,A1,1999
1156,AF457077,KE,KSM4024,A1,2000
1157,AF457078,KE,KSM4028,A1D,2000
1158,AF457079,KE,KSM4030,A1,2000
1159,AF457080,KE,MSA4069,A1,2000
1160,AF457081,KE,MSA4070,A1,2000
1161,AF457082,KE,MSA4071,A1D,2000
1162,AF457083,KE,MSA4072,A1,2000
1163,AF457084,KE,MSA4076,A1,2000
1164,AF457085,KE,MSA4077,CD,2000
1165,AF457086,KE,MSA4079,A1,2000
1166,AF457087,KE,MSA4080,A1C,2000
1167,AF457088,KE,NKU3004,A1A2D,2000
1168,AF457089,KE,NKU3005,A1,2000
1169,AF457090,KE,NKU3006,D,2001
1170,AF457101,CD,90CD121E12,U,1990
1171,AF460972,CM,96CM_1849,13_cpx,1996
1172,AF460974,CM,96CM_4164,13_cpx,1996
1173,AF468970,TH,TH283,01B,
1174,AF484477,UG,99UGA07412,D,1999
1175,AF484478,UG,99UGA07072,A1,1999
1176,AF484479,UG,99UGC06443,A1D,1999
1177,AF484480,UG,99UGB21875,D,1999
1178,AF484481,UG,99UGB25647,D,1999
1179,AF484482,UG,99UGB26587,A1D,1999
1180,AF484483,UG,99UGB32394,D,1999
1181,AF484485,UG,99UGD23550,D,1999
1182,AF484486,UG,99UGD26830,D,1999
1183,AF484487,UG,99UGE08364,D,1999
1184,AF484488,UG,99UGE22831,A1D,1999
1185,AF484489,UG,99UGE23438,D,1999
1186,AF484490,UG,99UGF05734,D,1999
1187,AF484491,UG,99UGF25926,A1C,1999
1188,AF484492,UG,99UGF27390,A1D,1999
1189,AF484493,UG,99UGG03379,A1,1999
1190,AF484494,UG,99UGG10555,D,1999
1191,AF484495,UG,99UGG35093,D,1999
1192,AF484496,UG,99UGJ21953,A1D,1999
1193,AF484497,UG,99UGJ27597,D,1999
1194,AF484498,UG,99UGK09259,D,1999
1195,AF484499,UG,99UGK09958,D,1999
1196,AF484500,UG,99UGK10192,CD,1999
1197,AF484501,UG,99UGK30889,A1C,1999
1198,AF484502,UG,98UG57128,D,1998
1199,AF484503,UG,98UG57129,A1D,1998
1200,AF484504,UG,98UG57130,D,1998
1201,AF484505,UG,98UG57131,D,1998
1202,AF484506,UG,98UG57132,D,1998
1203,AF484507,UG,98UG57134,A1,1998
1204,AF484508,UG,98UG57135,A1,1998
1205,AF484509,UG,98UG57136,A1,1998
1206,AF484510,UG,98UG57139,A1D,1998
1207,AF484511,UG,98UG57140,D,1998
1208,AF484512,UG,98UG57142,A1,1998
1209,AF484513,UG,98UG57146,D,1998
1210,AF484514,UG,98UG57143,D,1998
1211,AF484515,UG,99UGE13613,D,1999
1212,AF484516,UG,99UGJ32228,D,1998
1213,AF484517,UG,99UGC38442,A1D,1999
1214,AF484518,UG,99UGA03349,D,1999
1215,AF484519,UG,99UGF03726,D,1999
1216,AF484520,UG,99UGK38855,A1D,1999
1217,AF484521,UG,98UG57137,A1D,1998
1218,AF484522,UG,98UG57147,A1D,1998
1219,AF490973,TH,1269,01B,
1220,AF490974,TH,TH9_95,01B,
1221,AF492623,CM,96CM_4496,11_cpx,1996
1222,AF492624,CM,95CM_1816,11_cpx,1995
1223,AF503396,CN,CNGL179,07_BC,
1224,AF516184,TH,99TH_MU2079,15_01B,1999
1225,AF529572,TH,02TH_OUR1331,15_01B,2002
1226,AF529573,TH,02TH_OUR1332,15_01B,2002
1227,AF530576,TH,99TH_R2399,15_01B,1999
1228,AF538302,AU,1181,B,1999
1229,AF538303,AU,1182,B,1999
1230,AF538304,AU,C24,B,1995
1231,AF538305,AU,C42,B,1995
1232,AF538306,AU,C76,B,1995
1233,AF538307,AU,C92,B,1995
1234,AF539404,KE,ML170_1997,A1C,1997
1235,AF539405,KE,ML170_1986,A1,1986
1236,AF539406,KE,ML170_1995,A1C,1995
1237,AF544009,ZA,DU151-p2,C,1998
1238,AJ006022,CM,YBF30,N,1995
1239,AJ006287,ES,89SP061_89ES061,B,1989
1240,AJ011836,DE,D148_86,B,1986
1241,AJ237565,NO,97NOGIL3,A1DHK,1997
1242,AJ239083,CM,97CA_MP645M_O,02O,1997
1243,AJ245481,ML,95ML84,06_cpx,1995
1244,AJ245482,NG,MAOP11,06_cpx,
1245,AJ249235,CD,97ZR-EQTB11,K,1997
1246,AJ249236,CM,95CM-MP255,F2,1995
1247,AJ249237,CM,95CM-MP257,F2,1995
1248,AJ249238,FR,96FR-MP411,F1,1996
1249,AJ249239,CM,96CM-MP535,K,1996
1250,AJ251056,SN,98SE_MP1211,02_AG,1998
1251,AJ251057,SN,98SE-MP1213,02_AG,1998
1252,AJ271370,CM,YBF106,N,1997
1253,AJ271445,GB,GB8_46R,B,1986
1254,AJ276595,BE,VI1035,02C,1993
1255,AJ276596,BE,VI1197,A1G,1994
1256,AJ286133,CM,97CM_MP807,02_AG,1997
1257,AJ286135,CM,97CM_MP819,02_AG,1997
1258,AJ286136,SN,97SN_16HALD,02_AG,1997
1259,AJ288981,SN,97SE1078,06_cpx,1997
1260,AJ288982,ML,95ML127,06_cpx,1995
1261,AJ291718,CM,MP818,11_cpx,1997
1262,AJ291719,FR,MP1298,11_cpx,1999
1263,AJ291720,FR,MP1307,11_cpx,1999
1264,AJ293865,BJ,B76,06A1,
1265,AJ300450,SN,SE42HALD,O,1998
1266,AJ302646,SN,99SE-MP1299,O,1999
1267,AJ302647,SN,99SE-MP1300,O,1999
1268,AJ313397,GA,00GAB_LBV15_01,02_AG,2000
1269,AJ313410,GA,00GAB_08I,H,2000
1270,AJ313411,GA,00GAB_09I,11_cpx,2000
1271,AJ313412,GA,00GAB_10K,G,2000
1272,AJ320484,UG,92UG001,D,1992
1273,AJ404325,CD,97CDKTB49,27_cpx,1997
1274,AJ405947,FR,98FR_2907,B,1998
1275,AJ405949,FR,98FR_3994,B,1998
1276,AJ405953,FR,98FR_4336,B,1998
1277,AJ405958,FR,98FR_4705,B,1998
1278,AJ405961,FR,99FR_714MAL,B,1999
1279,AJ405965,FR,MP1263,D,1999
1280,AJ405966,FR,MP1305,B,1999
1281,AJ488926,TD,MN011,D,1999
1282,AJ488927,TD,MN012,D,1999
1283,AJ508595,NE,NE03,0206,1997
1284,AJ508596,NE,NE95,0206,2000
1285,AJ508597,NE,NE36,0206,2000
1286,AJ519488,TD,MN011,D,1999
1287,AJ519489,TD,MN012,D,1999
1288,AJ564923,CM,YBF116,N,1999
1289,AJ583717,SN,99SN_167HPD_23_11_99,02_AG,1999
1290,AJ583721,SN,98SN_65HALD_18_11_98,02_AG,1998
1291,AJ583722,SN,98SN_66HPD_31_7_98,C,1998
1292,AJ583728,SN,99SN_87hald_7_1_99,02_AG,1999
1293,AJ583729,SN,99SN_90hald_21_1_99,02_AG,1999
1294,AJ583735,SN,98SN_53HALD_6_10_98,A1C,1998
1295,AJ583737,SN,98SN_5hald_20_7_98,A1,1998
1296,AJ583739,SN,99SN_86hpd_9_2_99,C,1999
1297,AJ583743,SN,99SN_20HALD_17_2_99,B,1999
1298,AJ583744,SN,00SN_21HALD_5_4_00,B,2000
1299,AJ866553,CI,00IC_10092,09_cpx,2000
1300,AJ866554,CI,01IC_17395,0209,2001
1301,AJ866555,CI,97IC_PCI3,0209,1997
1302,AJ866556,CI,01IC_PCI118,0209,2001
1303,AJ866557,CI,01IC_PCI123,02GK,2001
1304,AJ866558,CI,01IC_PCI127,0209,2001
1305,AJ889842,BE,AR04_1286,B,2004
1306,AJ889843,BE,AR04_1322,B,2004
1307,AJ889844,BE,MD04_12612,B,2004
1308,AM000053,CD,97CD_KCC2,A1,1997
1309,AM000054,CD,97CD_KTB13,A1,1997
1310,AM000055,CD,02CD_KTB035,A1,2002
1311,AM040998,CD,02CD_LBTB018,05_DF,2002
1312,AM041000,CD,02CD_LBIST051,G,2002
1313,AM041001,CD,02CD_KP063,D,2002
1314,AM041004,CD,02CD_LBTB046,C,2002
1315,AM041006,CD,02CD_LBFE069,C,2002
1316,AM041007,CD,02CD_KS009,AF,2002
1317,AM041013,CD,02CD_LBTB028,C,2002
1318,AM041015,CD,02CD_KP061,U,2002
1319,AM041017,CD,02CD_LBS053,C,2002
1320,AM041023,CD,02CD_KS108,GU,2002
1321,AM041027,CD,02CD_KP009,GU,2002
