2003,13616
2007,13126
2008,10244
2006,10041
2002,9717
2009,9439
2005,9081
2010,6332
2011,6318
2004,6139
2001,5459
1996,5165
2000,4537
1999,4329
2012,4150
1998,2732
2013,2717
1997,2678
1994,1378
1995,1345
2014,365
1993,293
1985,249
1992,218
1990,114
1991,112
1989,90
1983,52
1987,51
1986,27
1988,15
1984,11
2015,6
1976,1
1982,1
